timestamp,conversation,bt_level_avg,bt_level_std,bt_total_devices_around,bt_total_far,bt_total_farther,bt_total_near,bt_total_nearer,wifi_level_avg,wifi_level_std,wifi_total_devices_around,wifi_total_far,wifi_total_near,wifi_total_nearer,phone_in_dark,phone_charging,phone_locked,activity_inference_0,activity_inference_1,activity_inference_2,activity_inference_3,audio_inference_0,audio_inference_1,audio_inference_2,audio_inference_3,STRESSED
2013-03-28 09:20:00,0.0,,,,,,,,-79.65625,13.079300642464535,7.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 09:30:00,0.0,-93.0,,1.0,0.0,1.0,0.0,0.0,-78.7,13.40802967738288,7.0,5.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 09:40:00,0.0,,,,,,,,-78.12903225806451,13.001184697238473,7.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 09:50:00,0.0,-92.0,,1.0,0.0,1.0,0.0,0.0,-75.35483870967742,13.157279431871908,7.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 10:00:00,0.0,,,,,,,,-78.33333333333333,14.72064855054279,7.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 10:10:00,0.0,-99.0,,1.0,0.0,1.0,0.0,0.0,-77.6,13.828899336900518,7.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 10:20:00,0.0,,,,,,,,-79.09677419354838,13.193218109105022,8.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 10:30:00,0.0,,,,,,,,-76.93103448275862,13.493498159641478,7.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 10:40:00,0.0,,,,,,,,-78.13333333333334,13.544314129971166,8.0,5.0,4.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 10:50:00,0.0,-91.0,,1.0,0.0,1.0,0.0,0.0,-78.75862068965517,14.252851428062499,7.0,5.0,4.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 11:00:00,0.0,,,,,,,,-78.4,13.250329527071731,7.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 11:10:00,0.0,-105.0,,1.0,0.0,1.0,0.0,0.0,-75.33333333333333,15.073896510941129,7.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 11:20:00,0.0,,,,,,,,-75.2,14.516106539326293,7.0,5.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 11:30:00,0.0,,,,,,,,-73.6,15.26534914424027,7.0,4.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 11:40:00,0.0,,,,,,,,-75.96551724137932,15.482967727421427,9.0,7.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 11:50:00,0.0,,,,,,,,-73.66666666666667,14.312865610586034,9.0,7.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 12:00:00,0.0,,,,,,,,-74.6,14.76050305647057,7.0,4.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 12:10:00,0.0,-107.0,,1.0,0.0,1.0,0.0,0.0,-72.7,15.140699167416956,8.0,5.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 12:20:00,0.0,,,,,,,,-73.0,15.305329268321474,7.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 12:30:00,0.0,-99.0,,1.0,0.0,1.0,0.0,0.0,-71.7,16.251594595275066,8.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 12:40:00,0.0,,,,,,,,-72.13333333333334,15.28250531673391,8.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 12:50:00,0.0,,,,,,,,-71.27586206896552,17.128897679563327,7.0,3.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 13:00:00,0.0,,,,,,,,-73.6,17.787645612942217,7.0,5.0,1.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 13:10:00,0.0,-81.0,,1.0,1.0,0.0,0.0,0.0,-71.24137931034483,17.071439364798625,6.0,4.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 13:20:00,0.0,,,,,,,,-74.0,15.278332182892434,8.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 13:30:00,0.0,-91.0,,1.0,0.0,1.0,0.0,0.0,-72.73684210526316,13.732656451626571,8.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 13:40:00,0.0,,,,,,,,-78.6938775510204,9.68323996785625,7.0,6.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 13:50:00,0.0,,,,,,,,-86.31481481481481,5.203828818139237,9.0,9.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 14:00:00,0.0,,,,,,,,-81.16949152542372,3.4950266827825938,4.0,2.0,2.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 14:10:00,381.0,-97.0,,1.0,0.0,1.0,0.0,0.0,-75.62068965517241,7.432347493394136,3.0,1.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 14:20:00,570.0,,,,,,,,-77.57627118644068,8.021367827483747,4.0,2.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 14:30:00,492.0,-91.0,,1.0,0.0,1.0,0.0,0.0,-77.56896551724138,7.990665316752078,4.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 14:40:00,449.0,,,,,,,,-78.42372881355932,9.833051690858703,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 14:50:00,600.0,-96.0,0.7071067811865476,2.0,0.0,2.0,0.0,0.0,-78.94339622641509,9.97592394759743,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 15:00:00,243.0,,,,,,,,-80.1896551724138,8.828185253377088,6.0,4.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 15:10:00,464.0,-93.0,4.242640687119285,2.0,1.0,1.0,0.0,0.0,-76.43137254901961,10.701581139451655,5.0,3.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 15:20:00,480.0,,,,,,,,-79.03389830508475,11.76671580039933,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 15:30:00,600.0,-98.0,2.8284271247461903,2.0,0.0,2.0,0.0,0.0,-79.96491228070175,10.681367649952605,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 15:40:00,600.0,,,,,,,,-81.55357142857143,11.411747264165147,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 15:50:00,367.0,-90.0,2.1213203435596424,2.0,1.0,1.0,0.0,0.0,-78.24561403508773,8.709598615495965,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 16:00:00,112.0,,,,,,,,-81.3157894736842,9.965465901046274,6.0,5.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 16:10:00,0.0,-88.0,3.7282703764614498,6.0,5.0,1.0,0.0,0.0,-80.77966101694915,11.944200627296393,6.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 16:20:00,102.0,,,,,,,,-79.70689655172414,11.737710569717091,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 16:30:00,0.0,-89.0,4.366539438350085,6.0,4.0,2.0,0.0,0.0,-81.81481481481481,11.866993189221885,5.0,4.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 16:40:00,0.0,,,,,,,,-81.57627118644068,11.766798231015562,5.0,3.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 16:50:00,0.0,,,,,,,,-86.02857142857142,7.542591724045764,6.0,4.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 17:00:00,0.0,,,,,,,,-85.73809523809524,8.529248927344137,8.0,7.0,4.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 17:10:00,0.0,,,,,,,,-82.75438596491227,6.859556940234894,5.0,3.0,2.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 17:20:00,0.0,,,,,,,,-82.10344827586206,2.3106219331056237,5.0,3.0,2.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 17:30:00,0.0,-94.0,,1.0,0.0,1.0,0.0,0.0,-88.65306122448979,4.86401643223394,9.0,8.0,2.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 17:40:00,0.0,,,,,,,,-85.61363636363636,6.797357332691333,10.0,10.0,3.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 17:50:00,0.0,,,,,,,,-75.33333333333333,14.778755197715741,6.0,4.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 18:00:00,0.0,,,,,,,,-71.47222222222223,11.98258102358801,6.0,4.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 18:10:00,0.0,,,,,,,,-83.425,7.643461111707592,13.0,13.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 18:20:00,0.0,,,,,,,,-84.4423076923077,5.274521095211865,11.0,11.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 18:30:00,0.0,,,,,,,,-82.41666666666667,8.634919966859904,7.0,5.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 18:40:00,0.0,,,,,,,,-82.33928571428571,6.287456558533899,5.0,3.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 18:50:00,133.0,,,,,,,,-81.13559322033899,8.790901008377267,4.0,3.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 19:00:00,339.0,,,,,,,,-80.92727272727272,11.021909988614015,3.0,3.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 19:10:00,421.0,,,,,,,,-83.01694915254237,9.377845081560015,3.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 19:20:00,305.0,,,,,,,,-81.35593220338983,6.893867342396613,3.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 19:30:00,0.0,,,,,,,,-82.70689655172414,5.85952055992862,4.0,3.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 19:40:00,100.0,,,,,,,,-82.77966101694915,7.778174593052024,2.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 19:50:00,185.0,,,,,,,,-82.72881355932203,3.147765671088502,2.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 20:00:00,0.0,,,,,,,,-87.0,1.9549422773981018,2.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 20:10:00,0.0,,,,,,,,-78.91525423728814,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 20:20:00,0.0,,,,,,,,-81.39285714285714,11.858864102520762,4.0,3.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 20:30:00,440.0,-79.0,,1.0,0.0,0.0,1.0,0.0,-87.38983050847457,6.765291906487511,2.0,2.0,1.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
2013-03-28 20:40:00,372.0,,,,,,,,-81.96153846153847,10.443463817687135,4.0,3.0,2.0,1.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0,
